,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,atuona,5,PF,1603225116,75,-9.8,-139.03,77.54,19.44
1,port moresby,100,CD,1603225116,62,-7.03,29.76,78.15,7.65
2,avarua,36,CK,1603225116,88,-21.21,-159.78,77.0,5.82
3,hithadhoo,98,MV,1603225116,80,-0.6,73.08,82.31,14.12
4,san nicolas,0,ML,1603224903,29,13.3,-4.9,86.81,1.14
5,rocha,100,UY,1603224926,85,-34.48,-54.33,52.29,10.58
6,yulara,0,AU,1603225116,72,-25.24,130.99,66.2,8.05
7,singaraja,0,ID,1603225117,64,-8.11,115.09,79.38,3.22
8,butaritari,97,KI,1603224913,76,3.07,172.79,81.77,12.03
9,ushuaia,75,AR,1603225117,59,-54.8,-68.3,44.6,14.99
10,mtambile,0,TZ,1603225117,81,-5.38,39.7,78.19,10.27
11,ixtapa,40,MX,1603225117,70,20.7,-105.2,90.0,9.17
12,amudat,12,UG,1603225117,59,1.95,34.95,74.59,7.38
13,tigil,78,RU,1603225117,96,57.8,158.67,30.61,4.25
14,torbay,75,CA,1603225117,67,47.67,-52.73,60.8,13.87
15,nome,75,US,1603224845,86,64.5,-165.41,33.8,6.93
16,busselton,0,AU,1603225117,66,-33.65,115.33,55.99,7.83
17,kavaratti,100,IN,1603225117,75,10.57,72.64,81.27,10.29
18,esperance,90,AU,1603225117,100,-33.87,121.9,57.2,9.17
19,koslan,71,RU,1603225117,99,63.46,48.9,25.56,1.52
20,sarkand,0,KZ,1603225117,28,45.41,79.92,55.65,4.18
21,faya,0,SA,1603225118,18,18.39,42.45,62.6,8.05
22,new norfolk,75,LR,1603224936,94,6.65,-10.59,78.8,3.85
23,bethel,40,US,1603225118,77,41.37,-73.41,69.01,9.17
24,port elizabeth,100,CD,1603225118,62,-7.03,29.76,78.15,7.65
25,bredasdorp,0,ZA,1603225118,81,-34.53,20.04,50.0,2.24
26,houston,90,US,1603224959,62,29.76,-95.36,89.01,13.87
27,seoul,90,KR,1603224869,71,37.57,126.98,55.4,3.51
28,rikitea,0,PF,1603225118,78,-23.12,-134.97,73.45,14.81
29,fairbanks,90,US,1603225118,85,64.84,-147.72,19.0,1.12
30,pangnirtung,90,CA,1603225118,86,66.15,-65.71,28.4,5.82
31,narsaq,40,GL,1603225118,86,60.92,-46.05,33.8,3.36
32,hilo,1,US,1603225118,54,19.73,-155.09,84.2,11.41
33,kodiak,1,US,1603224825,49,57.79,-152.41,46.4,14.99
34,alice springs,20,US,1603225119,46,27.75,-98.07,89.6,11.41
35,mataura,65,NZ,1603225119,82,-46.19,168.86,48.0,4.0
36,ponta do sol,40,PT,1603225119,59,38.73,-28.27,62.6,5.82
37,albany,100,US,1603224919,76,42.6,-73.97,66.0,1.12
38,castro,51,BR,1603225119,64,-24.79,-50.01,76.17,1.72
39,banjar,20,ID,1603225119,100,-8.19,114.97,78.8,2.24
40,mount gambier,31,GB,1603225119,87,53.66,-1.85,57.0,9.22
41,bourg-en-bresse,100,FR,1603225119,68,46.17,5.17,61.0,7.0
42,nanortalik,100,GL,1603225119,87,60.14,-45.24,36.72,5.99
43,khatanga,82,RU,1603225119,95,71.97,102.5,6.57,8.25
44,puerto ayora,75,ES,1603225120,93,36.59,-6.23,68.0,25.28
45,kirensk,100,RU,1603225120,95,57.79,108.11,26.31,6.69
46,gargzdai,100,LT,1603225120,87,55.71,21.4,46.4,12.75
47,clyde river,100,US,1603225120,82,41.3,-82.98,52.0,1.01
48,vanimo,100,PG,1603225120,83,-2.67,141.3,77.94,3.62
49,kapaa,75,US,1603225120,88,22.08,-159.32,77.0,10.29
50,bonthe,99,SL,1603225120,84,7.53,-12.51,78.6,6.46
51,mys shmidta,100,RU,1603225120,99,62.06,48.62,30.9,3.74
52,vaini,40,TO,1603225120,64,-21.2,-175.2,75.2,10.29
53,padang,79,ID,1603225120,74,-0.95,100.35,78.66,5.06
54,rambha,96,IN,1603225120,81,19.52,85.1,79.93,6.93
55,peniche,100,PT,1603225120,89,39.36,-9.38,62.01,14.0
56,vidim,99,RU,1603225121,97,56.41,103.11,27.97,6.22
57,cape town,0,CL,1603225121,31,-36.41,-71.9,75.2,13.87
58,menongue,0,AO,1603225121,19,-14.66,17.69,73.51,3.42
59,punta arenas,100,PH,1603225121,90,8.99,125.34,76.84,4.16
60,fortuna,1,US,1603225121,67,40.6,-124.16,63.0,14.99
61,touros,20,BR,1603225121,69,-5.2,-35.46,80.6,10.29
62,jamestown,90,US,1603224991,93,42.1,-79.24,48.99,8.05
63,pisco,4,PE,1603225121,77,-13.7,-76.22,69.01,9.17
64,beringovskiy,98,RU,1603225121,87,63.05,179.32,40.57,12.44
65,norsup,90,VU,1603225121,94,-16.07,167.38,77.0,7.38
66,bengkulu,100,ID,1603225122,80,-3.8,102.27,76.87,3.51
67,arraial do cabo,40,BR,1603225122,69,-22.84,-46.65,75.2,5.82
68,tuktoyaktuk,90,CA,1603225122,85,69.45,-133.04,23.0,14.99
69,teguldet,100,RU,1603225122,97,57.31,88.17,33.78,5.08
70,manacapuru,40,BR,1603225122,66,-3.3,-60.62,89.6,4.7
71,barrow,90,US,1603225122,79,71.29,-156.79,26.6,10.29
72,saint-louis,10,SN,1603225122,14,16.33,-15.0,96.13,11.34
73,shenjiamen,15,CN,1603225122,81,29.96,122.3,67.39,8.68
74,huilong,100,CN,1603225122,89,31.81,121.66,66.0,2.26
75,srednekolymsk,96,RU,1603225122,97,67.45,153.68,17.02,4.88
76,luderitz,0,NA,1603225122,39,-26.65,15.16,68.0,27.29
77,georgetown,20,MY,1603225122,88,5.41,100.34,80.6,3.36
78,cherskiy,94,RU,1603225123,96,68.75,161.3,20.14,5.75
79,nago,90,JP,1603225123,78,26.59,127.98,78.8,14.99
80,port hardy,100,CD,1603225123,62,-7.03,29.76,78.15,7.65
81,liling,90,CN,1603225123,93,27.67,113.5,57.2,11.18
82,iqaluit,90,CA,1603224981,92,63.75,-68.51,28.4,8.05
83,yellowknife,75,CA,1603225012,79,62.46,-114.35,28.0,8.05
84,qaanaaq,0,GL,1603225123,84,77.48,-69.36,21.24,6.93
85,saint-philippe,23,RE,1603225123,73,-21.36,55.77,72.0,6.93
86,guanica,100,PR,1603225123,57,17.97,-66.91,88.0,5.44
87,hobart,90,AU,1603224976,87,-42.88,147.33,52.0,2.24
88,nikolskoye,40,RU,1603225124,86,59.7,30.79,36.0,2.24
89,mahebourg,20,MU,1603225124,73,-20.41,57.7,75.2,11.41
90,katsuura,20,JP,1603225124,77,35.13,140.3,59.0,14.99
91,pombia,75,IT,1603225124,93,45.65,8.63,52.0,4.7
92,kahului,20,US,1603225124,45,20.89,-156.47,87.8,8.05
93,codrington,40,AU,1603225124,91,-38.27,141.97,43.9,3.91
94,aykhal,90,RU,1603225124,92,66.0,111.5,6.8,4.47
95,tasiilaq,100,GL,1603225124,94,65.61,-37.64,32.0,21.92
96,prestea,100,GH,1603225124,94,5.43,-2.14,74.48,4.79
97,fare,85,PF,1603225124,79,-16.7,-151.02,79.2,16.89
98,rorvik,48,NO,1603225124,69,64.86,11.24,35.6,11.41
99,yar-sale,100,RU,1603225124,98,66.83,70.83,24.76,2.98
100,namibe,74,AO,1603225125,81,-15.2,12.15,69.24,4.72
101,laguna,1,US,1603225125,24,38.42,-121.42,86.0,2.17
102,dumas,1,US,1603225125,22,35.87,-101.97,80.01,7.56
103,kaitangata,96,NZ,1603225125,66,-46.28,169.85,48.49,3.51
104,mar del plata,20,ES,1603225125,49,43.4,-4.01,73.4,31.09
105,maceio,20,BR,1603225019,69,-9.67,-35.74,78.8,10.29
106,lompoc,90,US,1603224992,82,34.64,-120.46,64.4,4.7
107,severo-kurilsk,78,RU,1603225125,70,50.68,156.12,40.66,25.66
108,peto,5,MX,1603225125,86,20.13,-88.92,82.22,4.85
109,hermanus,0,ZA,1603225125,86,-34.42,19.23,50.0,0.56
110,ngunguru,100,NZ,1603225125,96,-35.62,174.5,57.99,3.67
111,provideniya,90,RU,1603225125,87,64.38,-173.3,42.8,11.18
112,sitka,20,US,1603225125,81,57.05,-135.33,44.6,3.36
113,itamaraju,100,BR,1603225125,84,-17.04,-39.53,76.39,5.46
114,tiksi,100,RU,1603225125,93,71.69,128.87,10.62,11.81
115,upernavik,100,GL,1603225126,85,72.79,-56.15,33.76,4.7
116,raudeberg,100,NO,1603225126,94,61.99,5.14,44.01,10.51
117,shache,0,CN,1603225126,68,38.42,77.24,40.35,0.65
118,lichinga,1,MZ,1603225126,60,-13.31,35.24,69.8,14.99
119,east london,75,IS,1603225126,86,65.0,-15.0,30.2,9.17
120,kondinskoye,100,RU,1603225126,98,59.65,67.41,34.27,6.26
121,cidreira,16,BR,1603225104,84,-30.18,-50.21,70.9,9.75
122,ribeira grande,75,ES,1603225126,87,42.75,-8.44,57.99,9.17
123,harper,93,LR,1603225126,81,4.38,-7.72,77.67,7.27
124,podosinovets,100,RU,1603225126,98,60.28,47.07,31.17,6.73
125,porto novo,75,PT,1603224943,100,41.15,-8.61,59.0,5.82
126,cabo san lucas,40,BR,1603225116,69,-8.28,-35.03,80.6,11.41
127,karratha,79,AU,1603225127,73,-20.74,116.85,66.27,10.67
128,lafia,11,NG,1603225127,74,8.48,8.52,79.11,2.48
129,lavrentiya,100,RU,1603225127,92,65.58,-171.0,37.22,12.28
130,port alfred,100,CD,1603225127,62,-7.03,29.76,78.15,7.65
131,banda aceh,75,IN,1603225127,20,25.48,80.33,78.35,2.53
132,bluff,77,NZ,1603225127,82,-46.6,168.33,48.0,4.0
133,marawi,100,PH,1603225127,94,8.0,124.29,75.0,5.99
134,lazaro cardenas,79,DO,1603225127,64,19.46,-71.33,89.01,5.01
135,lashio,98,MM,1603225127,99,22.93,97.75,65.66,0.92
136,acarau,18,BR,1603225127,68,-2.89,-40.12,81.61,21.18
137,lasa,100,IT,1603225127,100,46.62,10.7,51.01,4.7
138,byron bay,90,US,1603224862,97,44.03,-92.65,32.0,5.82
139,nelidovo,34,RU,1603225128,98,56.22,32.78,32.0,5.19
140,haines junction,75,US,1603225128,60,59.23,-135.44,39.2,10.29
141,leningradskiy,100,RU,1603225128,87,69.38,178.42,33.82,10.6
142,alekseyevsk,100,RU,1603225128,95,57.84,108.35,26.33,7.38
143,ostrovnoy,100,RU,1603225128,77,68.05,39.51,38.1,16.15
144,zhuzhou,90,CN,1603225128,93,27.83,113.15,57.2,11.18
145,san juan,0,ML,1603225128,29,13.3,-4.9,86.81,1.14
146,moron,100,AR,1603225129,45,-34.65,-58.62,63.0,14.99
147,carnarvon,27,AU,1603225129,82,-24.87,113.63,66.2,14.99
148,longyearbyen,4,SJ,1603225129,73,78.22,15.64,23.0,1.12
149,hasaki,20,JP,1603225129,93,35.73,140.83,54.0,8.05
150,praia da vitoria,100,CV,1603225129,66,14.92,-23.51,86.0,14.99
151,grand junction,1,US,1603225129,13,38.88,-109.5,78.01,5.82
152,berlevag,75,NO,1603225129,80,70.86,29.09,33.8,3.36
153,pionerskiy,100,RU,1603225129,87,54.95,20.23,46.4,11.18
154,roma,90,US,1603224845,87,43.21,-75.46,51.8,3.36
155,mbandaka,20,CD,1603225130,89,0.05,18.26,70.95,3.4
156,stromness,75,GB,1603225130,93,58.97,-3.3,50.0,20.8
157,chuy,100,UY,1603225130,84,-33.7,-53.46,54.93,15.39
158,rawson,100,AR,1603225130,45,-43.3,-65.1,55.58,17.78
159,faanui,24,PF,1603225130,82,-16.48,-151.75,78.57,15.46
160,porto walter,75,PT,1603224943,100,41.15,-8.61,59.0,5.82
161,oranjemund,0,NA,1603225130,76,-28.55,16.43,59.32,25.19
162,ahmadpur,98,IN,1603225130,93,18.7,76.93,72.59,4.41
163,hofn,0,IS,1603225130,75,64.25,-15.21,36.79,6.85
164,chavakkad,75,IN,1603225130,94,10.53,76.05,75.2,2.24
165,ciro marina,0,IT,1603225131,90,39.38,17.06,51.01,5.46
166,nueva guinea,20,EC,1603225131,49,-1.72,-79.83,89.6,8.05
167,dikson,98,RU,1603225131,97,73.51,80.55,21.42,4.79
168,kavieng,99,PG,1603225131,82,-2.57,150.8,80.83,12.66
169,cayenne,100,GF,1603224859,62,4.93,-52.33,87.8,11.41
170,tomatlan,74,MX,1603225131,69,19.93,-105.25,87.21,8.5
171,sokoni,40,TZ,1603225131,78,-6.43,39.55,80.6,13.02
172,najran,0,SA,1603225131,32,17.49,44.13,71.6,4.7
173,prince rupert,90,CA,1603225107,79,52.97,-108.38,24.8,9.17
174,juazeiro,9,BR,1603225131,21,-9.41,-40.5,95.0,8.05
175,havoysund,75,NO,1603225131,77,71.0,24.66,35.6,4.7
176,cockburn town,52,AU,1603225132,39,-32.08,141.0,62.6,3.36
177,chokurdakh,88,RU,1603225132,97,70.63,147.92,12.78,2.68
178,saint-pierre,13,RE,1603225132,73,-21.34,55.48,72.0,6.93
179,tobermory,85,CA,1603225132,47,45.25,-81.67,46.0,8.46
180,lebu,0,CL,1603225132,64,-37.62,-73.65,53.33,19.89
181,hambantota,22,LK,1603225132,83,6.12,81.12,79.07,16.55
182,saskylakh,99,RU,1603225132,97,71.92,114.08,20.88,7.56
183,pio ix,90,PH,1603225132,94,15.05,120.52,80.6,4.7
184,machaneng,0,BW,1603225132,14,-23.19,27.49,86.47,10.85
185,beaupre,91,CA,1603225132,89,47.04,-70.9,50.0,7.0
186,tommot,100,RU,1603225132,97,58.96,126.29,25.39,3.83
187,port-gentil,40,GA,1603225132,94,-0.72,8.78,75.2,4.7
188,mabaruma,14,GY,1603225132,67,8.2,-59.78,86.11,6.33
189,ahipara,100,NZ,1603225133,71,-35.17,173.17,61.83,4.99
190,suntar,81,RU,1603225133,97,62.14,117.63,17.87,4.05
191,port macquarie,100,CD,1603225127,62,-7.03,29.76,78.15,7.65
192,bonavista,100,CA,1603225133,86,48.65,-53.11,55.99,8.01
193,kirakira,100,SB,1603225133,79,-10.45,161.92,79.45,10.6
194,dasoguz,0,TM,1603225133,36,41.84,59.97,48.2,6.93
195,owando,100,CG,1603225133,97,-0.48,15.9,69.6,3.67
196,warrnambool,50,AU,1603225133,88,-38.38,142.48,46.17,4.27
197,lakatoro,90,VU,1603225133,94,-16.1,167.42,77.0,7.14
198,male,75,MV,1603225032,88,4.17,73.51,82.4,10.29
199,andenes,2,NO,1603225133,79,69.31,16.12,28.4,8.05
200,jalu,0,LY,1603225134,60,29.03,21.55,71.65,14.23
201,kasongo-lunda,100,CD,1603225134,91,-6.47,16.82,72.14,1.23
202,zlutice,99,CZ,1603225134,100,50.09,13.16,44.01,2.24
203,half moon bay,75,LR,1603225134,94,6.38,-10.7,78.8,5.61
204,coihaique,75,CL,1603225134,41,-45.58,-72.07,57.2,10.29
205,souillac,20,MU,1603225134,73,-20.52,57.52,75.2,11.41
206,necochea,94,AR,1603225134,73,-38.55,-58.74,55.99,7.0
207,thio,30,NC,1603225134,78,-21.62,166.22,71.6,2.24
208,rezina,0,MD,1603225134,59,47.75,28.96,47.41,3.8
209,cabadiangan,97,PH,1603225134,87,9.75,122.47,77.59,7.45
210,amapa,65,BR,1603225135,31,1.0,-52.0,95.22,5.08
211,gao,0,ML,1603225135,13,16.64,1.64,93.69,7.65
212,corsicana,20,US,1603225135,48,32.1,-96.47,87.01,10.29
213,muscat,0,OM,1603224882,60,23.61,58.59,73.4,2.24
214,omsukchan,100,RU,1603225135,93,62.53,155.8,13.42,2.24
215,tayu,14,ID,1603225135,83,-6.54,111.05,79.7,3.0
216,mikkeli,90,FI,1603225135,86,61.69,27.27,30.2,0.65
217,idrinskoye,95,RU,1603225135,93,54.37,92.14,33.37,2.95
218,kulhudhuffushi,11,MV,1603225135,80,6.62,73.07,81.46,10.92
219,rio grande,20,GR,1603225136,59,38.3,21.78,60.8,5.82
220,xiongzhou,44,CN,1603225136,87,25.12,114.3,58.17,1.86
221,kidal,1,ML,1603225136,12,18.44,1.41,89.58,3.6
222,sao filipe,23,IN,1603225136,82,20.51,76.21,74.17,3.53
223,ilulissat,75,GL,1603225136,74,69.22,-51.1,37.4,10.29
224,moses lake,47,CI,1603225136,96,6.69,-8.48,72.5,2.77
225,copiapo,0,CL,1603225136,63,-27.37,-70.33,64.4,12.75
226,lorengau,100,PG,1603225136,69,-2.02,147.27,81.14,2.95
227,ketchikan,75,US,1603225077,87,55.34,-131.65,46.4,5.82
228,santa marta,100,PH,1603225136,83,17.49,120.43,79.11,8.93
229,shingu,41,JP,1603225137,78,33.73,135.98,58.06,6.69
230,victoria,64,HK,1603225005,69,22.29,114.16,73.0,1.01
231,hirara,100,JP,1603225137,82,24.8,125.28,80.29,24.94
232,shitanjing,0,CN,1603225137,54,39.23,106.34,38.53,5.46
233,olinda,40,BR,1603225137,69,-8.01,-34.86,80.6,11.41
234,halifax,90,CA,1603224972,88,44.65,-63.57,64.99,9.17
235,ellisras,0,ZA,1603225137,15,-23.66,27.74,82.71,7.05
236,heide,100,DE,1603225137,92,54.2,9.1,53.01,1.01
237,takoradi,100,GH,1603225137,88,4.88,-1.76,77.36,10.09
238,balikpapan,100,ID,1603225044,87,-1.27,116.83,76.71,6.29
239,loukhi,96,RU,1603225138,98,66.08,33.04,28.98,5.19
240,malindi,20,KE,1603225138,74,-3.22,40.12,80.6,11.41
241,nemuro,19,JP,1603225138,69,43.32,145.57,49.98,0.34
242,zhaoyuan,100,CN,1603225138,75,37.36,120.4,60.01,10.63
243,ballina,40,AU,1603225138,87,-28.87,153.57,59.0,6.98
244,saldanha,0,ZA,1603225138,71,-33.01,17.94,57.2,11.41
245,novokruchininskiy,20,RU,1603225138,58,51.78,113.77,24.8,11.18
246,hamilton,90,US,1603224873,87,39.18,-84.53,55.4,5.82
247,novoagansk,100,RU,1603225139,98,61.94,76.66,32.74,6.76
248,vao,1,NC,1603225139,82,-22.67,167.48,72.84,15.77
249,vallenar,0,CL,1603225139,17,-28.57,-70.76,84.45,9.01
250,port blair,100,CD,1603225116,62,-7.03,29.76,78.15,7.65
251,tilichiki,100,RU,1603225139,93,60.47,166.1,40.1,26.4
252,norman wells,1,US,1603224978,73,35.22,-97.44,73.99,11.41
253,bambanglipuro,100,ID,1603225139,86,-7.95,110.28,78.17,2.95
254,coquimbo,0,CL,1603225139,72,-29.95,-71.34,60.8,16.11
255,dingle,100,PH,1603225139,90,11.0,122.67,76.05,8.43
256,airai,93,TL,1603225140,76,-8.93,125.41,60.01,1.81
257,thompson,90,CA,1603225073,63,55.74,-97.86,30.2,2.24
258,rustenburg,72,ZA,1603225140,23,-25.67,27.24,83.25,5.79
259,tiznit,100,MA,1603224941,44,29.58,-9.5,74.1,6.06
260,brae,100,GB,1603225140,87,60.4,-1.35,48.2,28.86
261,smithers,75,CA,1603225140,63,54.78,-127.17,32.0,2.24
262,shebalino,79,RU,1603225140,73,51.29,85.68,36.05,5.35
263,nhulunbuy,0,AU,1603225140,88,-12.23,136.77,73.4,3.36
264,garowe,0,SO,1603225140,59,8.41,48.48,80.55,9.91
265,antofagasta,40,CL,1603225140,77,-23.65,-70.4,60.8,13.87
266,naze,75,JP,1603225140,88,28.37,129.48,75.2,12.75
267,bourail,55,NC,1603225141,73,-21.57,165.48,72.28,2.84
268,deputatskiy,100,RU,1603225141,97,69.3,139.9,9.9,2.68
269,geraldton,90,AU,1603225141,77,-28.77,114.6,64.4,14.99
270,tura,0,IN,1603225141,92,25.52,90.22,72.3,3.18
271,pula,20,HR,1603225141,100,44.87,13.85,48.2,4.7
272,ancud,0,CL,1603225141,50,-41.87,-73.82,53.6,11.41
273,kamaishi,1,JP,1603225141,68,39.27,141.88,52.38,4.76
274,caravelas,81,BR,1603225141,87,-17.71,-39.25,75.43,7.36
275,lincoln,90,US,1603224903,81,40.8,-96.67,45.0,6.93
276,sorsk,5,RU,1603225142,96,54.0,90.25,29.68,5.12
277,waingapu,92,ID,1603225142,76,-9.66,120.26,78.73,1.81
278,kruisfontein,0,ZA,1603225142,83,-34.0,24.73,55.0,5.41
279,vila franca do campo,100,PT,1603225142,94,42.03,-8.16,55.0,1.01
280,severo-yeniseyskiy,99,RU,1603225142,99,60.37,93.04,24.64,2.86
281,shahpur,100,IN,1603225142,95,16.7,76.83,71.94,5.46
282,coihueco,0,CL,1603225142,31,-36.62,-71.83,75.2,13.87
283,vila velha,100,PT,1603225142,94,42.03,-8.16,55.0,1.01
284,kawambwa,93,ZM,1603225142,41,-9.79,29.08,75.78,2.75
285,wad rawah,78,RU,1603225142,81,55.53,44.21,36.7,10.16
286,vestmannaeyjar,99,IS,1603225142,72,63.44,-20.27,38.44,10.0
287,karatau,0,KZ,1603225143,40,43.17,70.47,52.34,8.55
288,dunedin,100,NZ,1603225143,90,-45.87,170.5,46.99,5.99
289,arica,75,CL,1603225033,72,-18.48,-70.3,66.99,14.99
290,riyadh,0,SA,1603225143,21,24.69,46.72,69.8,5.82
291,marfino,75,RU,1603225143,86,55.7,37.38,36.0,11.18
292,lampazos de naranjo,0,MX,1603225143,32,24.9,-99.54,93.22,12.24
293,cortez,1,US,1603225143,16,37.35,-108.59,75.0,11.41
294,poyarkovo,100,RU,1603225143,69,49.6,128.68,49.55,10.87
295,zyryanka,49,RU,1603225143,96,65.75,150.85,9.66,3.67
296,galesong,20,ID,1603225143,94,-5.32,119.37,73.4,3.36
297,krasnoselkup,99,RU,1603225144,98,65.7,82.47,23.49,9.42
298,muroto,31,JP,1603225144,66,33.28,134.15,68.04,12.21
299,tual,100,ID,1603225144,79,-5.67,132.75,81.25,9.8
300,ugoofaaru,99,MV,1603225144,81,5.67,73.0,81.64,12.21
301,belaya gora,2,UA,1603225144,71,49.03,25.77,45.0,3.0
302,marsa matruh,20,MT,1603225144,82,35.88,14.5,64.99,2.24
303,nichinan,23,JP,1603225144,76,31.6,131.37,65.62,10.76
304,uhlove,0,UA,1603225144,52,44.82,33.6,53.08,6.15
305,burns lake,1,US,1603225144,42,43.59,-119.05,62.6,14.18
306,columbia,20,US,1603225116,57,34.0,-81.03,78.8,3.36
307,port lincoln,100,CD,1603225127,62,-7.03,29.76,78.15,7.65
308,fukue,37,JP,1603225145,65,32.69,128.84,70.12,10.65
309,macklin,100,CA,1603225145,85,52.33,-109.93,29.21,8.55
310,broome,90,US,1603225145,100,42.25,-75.83,55.99,11.41
311,bac lieu,90,RS,1603225145,87,45.39,19.24,46.0,5.82
312,poronaysk,0,RU,1603225145,87,49.22,143.12,32.23,1.01
313,koumac,0,NC,1603225145,72,-20.57,164.28,73.04,3.06
314,canutama,49,BR,1603225145,47,-6.53,-64.38,92.1,2.68
315,guerrero negro,100,MX,1603225145,64,17.67,-100.0,78.73,3.31
316,usevya,69,TZ,1603225145,50,-7.1,31.23,76.39,4.23
317,klaksvik,37,FO,1603225145,70,62.23,-6.59,41.0,9.17
318,batagay,96,RU,1603225145,93,67.63,134.63,8.6,3.91
319,mitsamiouli,0,KM,1603225145,73,-11.38,43.28,79.32,2.93
320,olafsvik,100,IS,1603225146,89,64.89,-23.71,41.95,15.05
321,san patricio,0,ML,1603224902,29,13.3,-4.9,86.81,1.14
322,lagos,100,NG,1603225081,89,6.58,3.75,78.01,5.68
323,qaqortoq,40,GL,1603225146,86,60.72,-46.03,33.8,3.36
324,kushmurun,96,KZ,1603225146,54,52.45,64.63,50.38,5.39
325,grand river south east,1,US,1603225146,13,38.88,-109.5,78.01,5.82
326,evensk,80,RU,1603225147,88,61.95,159.23,34.34,5.01
327,baraboo,90,US,1603225148,65,43.47,-89.74,46.0,6.93
